model	row_id	language	marker_text	foil_marker_text	gold_logprob_mean	foil_logprob_mean	gold_logprob_sum	foil_logprob_sum	gold_tokens	foil_tokens	delta_mean	gold_preferred	polarity	evidence	marker_morphosyntax
Qwen/Qwen3-0.6B	modal_0526	English	probably	maybe	-3.510194644331932	-3.2583062052726746	-14.040778577327728	-13.033224821090698	4.0	4.0	-0.2518884390592575	False	positive	no_evidence	lexicon_adverb
Qwen/Qwen3-0.6B	modal_0530	English	of course	probably	-3.0541589664062485	-4.133649725560099	-18.32495379843749	-20.668248627800494	6.0	5.0	1.0794907591538507	True	positive	no_evidence	lexicon_adverb
Qwen/Qwen3-0.6B	modal_0562	English	Really?	possibly	-4.366186052560806	-14.785215377807617	-8.732372105121613	-14.785215377807617	2.0	1.0	10.419029325246811	True	positive	no_evidence	lexicon_adverb
Qwen/Qwen3-0.6B	modal_0575	English	probably	in ef]fect	-3.3473071413380757	-6.732933494448662	-23.43114998936653	-67.32933494448662	7.0	10.0	3.385626353110586	True	positive	no_evidence	lexicon_adverb
Qwen/Qwen3-0.6B	modal_0578	English	probably	basically	-3.492868423461914	-6.404251416524251	-10.478605270385742	-19.212754249572754	3.0	3.0	2.911382993062337	True	positive	no_evidence	lexicon_adverb
Qwen/Qwen3-0.6B	modal_0603	English	apparently	maybe	-7.055877923965454	-4.806974649429321	-14.111755847930908	-9.613949298858643	2.0	2.0	-2.248903274536133	False	neutral	no_evidence	lexicon_adverb
Qwen/Qwen3-0.6B	modal_0629	English	possibly	probably	-4.860667722565787	-4.626537093094417	-34.02467405796051	-32.38575965166092	7.0	7.0	-0.23413062947136964	False	neutral	no_evidence	lexicon_adverb
Qwen/Qwen3-0.6B	modal_0671	English	probably	in ef]fect	-3.2547111928462984	-6.246911035850644	-16.27355596423149	-49.97528828680515	5.0	8.0	2.9921998430043457	True	positive	no_evidence	lexicon_adverb
Qwen/Qwen3-0.6B	modal_0675	English	definitely	apparently	-5.556965018489531	-5.470822144299746	-38.89875512942672	-38.29575501009822	7.0	7.0	-0.08614287418978517	False	positive	no_evidence	lexicon_adverb
Qwen/Qwen3-0.6B	modal_0710	English	like you say	obviously	-3.047520888839327	-3.132245758948193	-67.0454595544652	-62.644915178963856	22.0	20.0	0.08472487010886587	True	positive	reported	lexicon_adverb
Qwen/Qwen3-0.6B	modal_0711	English	maybe	apparently	-2.7353338470922224	-3.2103615042172975	-51.97134309475223	-60.99686858012865	19.0	19.0	0.4750276571250751	True	positive	no_evidence	lexicon_adverb
Qwen/Qwen3-0.6B	modal_0712	English	maybe	basically	-1.877980427443981	-2.6470402091741563	-18.77980427443981	-26.470402091741562	10.0	10.0	0.7690597817301752	True	positive	no_evidence	lexicon_adverb
Qwen/Qwen3-0.6B	modal_0713	English	probably	apparently	-3.935491554439068	-5.132745027542114	-15.741966217756271	-20.530980110168457	4.0	4.0	1.1972534731030464	True	positive	no_evidence	lexicon_adverb
Qwen/Qwen3-0.6B	modal_0739	English	probably	apparently	-3.8877009749412537	-5.389927923679352	-15.550803899765015	-21.559711694717407	4.0	4.0	1.5022269487380981	True	positive	no_evidence	lexicon_adverb
Qwen/Qwen3-0.6B	modal_0742	English	probably	Really?	-3.9302999591454864	-5.344549862329256	-39.30299959145486	-58.79004848562181	10.0	11.0	1.4142499031837694	True	positive	no_evidence	lexicon_adverb
Qwen/Qwen3-0.6B	modal_0745	English	Maybe	probably	-6.074434106402538	-6.152354076942977	-103.26537980884314	-104.5900193080306	17.0	17.0	0.07791997054043964	True	positive	no_evidence	lexicon_adverb
Qwen/Qwen3-0.6B	modal_0885	French	forcément	tout à fait	-5.441776853054762	-3.048340931534767	-10.883553706109524	-9.145022794604301	2.0	3.0	-2.3934359215199947	False	positive	inferential	lexicon_adverb
Qwen/Qwen3-0.6B	modal_0888	French	à mes yeux	absolument	-2.6399916173624143	-3.1197062269663243	-36.9598826430738	-37.43647472359589	14.0	12.0	0.47971460960391	True	positive	inferential	lexicon_adverb
Qwen/Qwen3-0.6B	modal_0906	French	vraiment	peut-être	-3.2391318863820127	-3.1254222460959227	-100.4130884778424	-100.01351187506953	31.0	32.0	-0.11370964028608999	False	positive	no_evidence	lexicon_adverb
Qwen/Qwen3-0.6B	modal_0907	French	pour moi	forcément	-2.976527371229447	-3.0683759530427497	-77.38971165196563	-79.7777747791115	26.0	26.0	0.09184858181330258	True	positive	no_evidence	lexicon_adverb
Qwen/Qwen3-0.6B	modal_0916	French	effectivement	franchement	-3.856582794309361	-5.234034682624042	-7.713165588618722	-10.468069365248084	2.0	2.0	1.3774518883146811	True	positive	situated	lexicon_adverb
Qwen/Qwen3-0.6B	modal_0922	French	forcément	exactement	-2.926143638789654	-3.6260053627192974	-11.704574555158615	-14.50402145087719	4.0	4.0	0.6998617239296436	True	positive	inferential	lexicon_adverb
Qwen/Qwen3-0.6B	modal_0979	French	peut être	si tu as vu	-3.708453098932902	-5.223593139648438	-11.125359296798706	-26.117965698242188	3.0	5.0	1.515140040715536	True	positive	inferential	lexicon_adverb
Qwen/Qwen3-0.6B	modal_0996	French	vraiment	pour vous	-3.0386333919595927	-3.3231008456088604	-42.5408674874343	-49.846512684132904	14.0	15.0	0.28446745364926773	True	positive	inferential	lexicon_adverb
Qwen/Qwen3-0.6B	modal_0997	French	quand j'ai voulu regarder	si tu as vu	-3.1319337768760076	-3.3776924525260585	-147.20088751317235	-148.61846791114658	47.0	44.0	0.24575867565005094	True	positive	situated	lexicon_adverb
Qwen/Qwen3-0.6B	modal_1002	French	peut-être	mon avis	-4.153177746704647	-4.972871669701168	-29.072244226932526	-34.81010168790817	7.0	7.0	0.819693922996521	True	neutral	inferential	lexicon_adverb
Qwen/Qwen3-0.6B	modal_1009	French	selon lui	si tu as vu	-3.815615850687027	-4.015769236854145	-19.078079253435135	-28.11038465797901	5.0	7.0	0.20015338616711809	True	positive	no_evidence	lexicon_adverb
Qwen/Qwen3-0.6B	modal_1010	French	selon lui	peut-être	-4.378502857871354	-4.537659261733866	-56.9205371523276	-58.98957040254027	13.0	13.0	0.15915640386251262	True	positive	no_evidence	lexicon_adverb
Qwen/Qwen3-0.6B	modal_1018	French	pour moi	effectivement	-3.6466592441720422	-3.5002166106908894	-87.51982186012901	-84.00519865658134	24.0	24.0	-0.14644263348115283	False	positive	no_evidence	lexicon_adverb
Qwen/Qwen3-0.6B	modal_1020	French	selon Olivier Carré	oh bah sans doute	-4.668240690371022	-5.29010049700737	-18.672962761484087	-26.45050248503685	4.0	5.0	0.6218598066363485	True	positive	reported	lexicon_adverb
Qwen/Qwen3-0.6B	modal_1027	French	évidemment	à mon avis	-2.6483658357036277	-2.9101010216820415	-50.31895087836892	-52.38181839027675	19.0	18.0	0.26173518597841383	True	positive	no_evidence	lexicon_adverb
Qwen/Qwen3-0.6B	modal_1030	French	peut-être	si tu as vu	-3.1084012574756343	-3.431835167960445	-49.73442011961015	-61.77303302328801	16.0	18.0	0.32343391048481074	True	positive	no_evidence	lexicon_adverb
Qwen/Qwen3-0.6B	modal_1032	French	peut-être	pour dire	-2.452701091821793	-2.8023230148357383	-51.50672292825766	-58.848783311550505	21.0	21.0	0.34962192301394523	True	positive	no_evidence	lexicon_adverb
Qwen/Qwen3-0.6B	modal_1057	French	absolument	à mon avis	-4.654507402330637	-3.075624863306681	-9.309014804661274	-9.226874589920044	2.0	3.0	-1.5788825390239558	False	positive	no_evidence	lexicon_adverb
Qwen/Qwen3-0.6B	modal_1067	French	comme euh euh tu le disais	peut-être	-3.7674597544856248	-3.9056473588005045	-128.09363165251125	-105.45247868761362	34.0	27.0	0.13818760431487975	True	positive	reported	lexicon_adverb
Qwen/Qwen3-0.6B	modal_1093	French	franchement	oh bah sans doute	-3.8835650004136064	-4.407155892873804	-46.60278000496328	-66.10733839310706	12.0	15.0	0.5235908924601973	True	positive	no_evidence	lexicon_adverb
Qwen/Qwen3-0.6B	modal_1099	French	pour vous	peut-être	-4.9388344287872314	-3.8918671160936356	-9.877668857574463	-7.783734232187271	2.0	2.0	-1.0469673126935959	False	neutral	no_evidence	lexicon_adverb
Qwen/Qwen3-0.6B	modal_1115	French	peut-être	pour vous	-3.6626997757703066	-6.0625927448272705	-14.650799103081226	-24.250370979309082	4.0	4.0	2.399892969056964	True	positive	no_evidence	lexicon_adverb
Qwen/Qwen3-0.6B	modal_1129	French	vraiment	peut-être	-5.094622001051903	-4.324293169710371	-40.75697600841522	-38.91863852739334	8.0	9.0	-0.7703288313415317	False	positive	no_evidence	lexicon_adverb
Qwen/Qwen3-0.6B	modal_1137	French	mon avis	oh bah sans doute	-6.164526998996735	-5.241055367514491	-30.822634994983673	-41.92844294011593	5.0	8.0	-0.9234716314822435	False	positive	no_evidence	lexicon_adverb
Qwen/Qwen3-0.6B	modal_1143	French	peut-être	forcément	-3.5066302120685577	-4.688852500170469	-14.026520848274231	-18.755410000681877	4.0	4.0	1.1822222881019115	True	positive	no_evidence	lexicon_adverb
Qwen/Qwen3-0.6B	modal_1147	French	exactement	à mon avis	-5.468156819231808	-4.731769482294719	-10.936313638463616	-14.195308446884155	2.0	3.0	-0.7363873369370895	False	positive	no_evidence	lexicon_adverb
Qwen/Qwen3-0.6B	modal_1148	French	exactement	forcément	-6.84050214337185	-8.198619723320007	-13.6810042867437	-16.397239446640015	2.0	2.0	1.358117579948157	True	positive	no_evidence	lexicon_adverb
Qwen/Qwen3-0.6B	modal_1160	French	comme disait Bertrand	absolument	-4.166636815667152	-6.129818141460419	-20.833184078335762	-12.259636282920837	5.0	2.0	1.9631813257932667	True	positive	reported	lexicon_adverb
Qwen/Qwen3-0.6B	modal_1179	French	peut-être	pour dire	-3.3612783700227737	-3.5209603309631348	-6.7225567400455475	-7.0419206619262695	2.0	2.0	0.15968196094036102	True	positive	no_evidence	lexicon_adverb
Qwen/Qwen3-0.6B	modal_1180	French	peut-être	vraiment	-1.3390655862458516	-6.621741771697998	-2.678131172491703	-6.621741771697998	2.0	1.0	5.2826761854521465	True	neutral	no_evidence	lexicon_adverb
Qwen/Qwen3-0.6B	modal_1193	French	peut-être	vraiment	-3.2629145266643413	-3.404363557230681	-117.4649229599163	-119.15272450307384	36.0	35.0	0.14144903056633984	True	neutral	no_evidence	lexicon_adverb
Qwen/Qwen3-0.6B	modal_1205	French	comme disait Bertrand	exactement	-5.080964678525925	-5.304901605471969	-25.404823392629623	-10.609803210943937	5.0	2.0	0.2239369269460436	True	positive	reported	lexicon_adverb
Qwen/Qwen3-0.6B	modal_1260	French	à chaque fois	tout à fait	-4.381381257352504	-3.8175236601382494	-48.19519383087754	-41.99276026152074	11.0	11.0	-0.5638575972142545	False	positive	reported	lexicon_adverb
Qwen/Qwen3-0.6B	modal_1290	French	vraiment	absolument	-5.255402167638143	-5.221844645217061	-15.766206502914429	-20.887378580868244	3.0	4.0	-0.033557522421081565	False	positive	inferential	lexicon_adverb
Qwen/Qwen3-0.6B	modal_1299	French	peut-être	selon lui	-2.5644471533596516	-3.669801836833358	-20.515577226877213	-29.358414694666862	8.0	8.0	1.1053546834737062	True	neutral	inferential	lexicon_adverb
Qwen/Qwen3-0.6B	modal_1308	French	vraiment	oh bah sans doute	-3.086003596584002	-3.7526324766222388	-37.032043159008026	-60.04211962595582	12.0	16.0	0.6666288800382367	True	positive	no_evidence	lexicon_adverb
Qwen/Qwen3-0.6B	modal_1335	French	peut-être	selon lui	-4.507923285166423	-6.079596837361653	-13.523769855499268	-18.23879051208496	3.0	3.0	1.5716735521952305	True	positive	inferential	lexicon_adverb
Qwen/Qwen3-0.6B	modal_1367	French	oh bah sans doute	selon Olivier Carré	-4.430703890323639	-8.483028054237366	-22.153519451618195	-33.93211221694946	5.0	4.0	4.052324163913727	True	negative	no_evidence	lexicon_adverb
Qwen/Qwen3-0.6B	modal_1369	French	peut-être	tout à fait	-2.7266697343438864	-2.9218658965546638	-19.086688140407205	-23.37492717243731	7.0	8.0	0.1951961622107774	True	positive	inferential	lexicon_adverb
Qwen/Qwen3-0.6B	modal_1387	French	exactement	peut-être	-3.1701516608397164	-2.97568909645391	-9.51045498251915	-8.92706728936173	3.0	3.0	-0.19446256438580622	False	positive	no_evidence	lexicon_adverb
Qwen/Qwen3-0.6B	modal_1498	French	pour dire	peut-être	-3.258332661524764	-3.3509969747959985	-130.33330646099057	-134.03987899183994	40.0	40.0	0.09266431327123437	True	positive	reported	lexicon_adverb
Qwen/Qwen3-0.6B	modal_1515	French	tout à fait	franchement	-3.2712278366088867	-6.6894364431500435	-9.81368350982666	-13.378872886300087	3.0	2.0	3.4182086065411568	True	positive	no_evidence	lexicon_adverb
Qwen/Qwen3-0.6B	modal_1525	French	peut-être	pour dire	-3.8062996919530527	-3.9265494648558055	-64.7070947632019	-66.75134090254869	17.0	17.0	0.12024977290275274	True	positive	inferential	lexicon_adverb
Qwen/Qwen3-0.6B	modal_1526	French	éventuellement	exactement	-4.903518490493298	-4.226234883069992	-14.710555471479893	-8.452469766139984	3.0	2.0	-0.6772836074233055	False	positive	inferential	lexicon_adverb
Qwen/Qwen3-0.6B	modal_1576	French	forcément	pour vous	-2.144695404118725	-3.5559073667308048	-15.012867828831077	-24.891351567115635	7.0	7.0	1.4112119626120796	True	positive	inferential	lexicon_adverb
Qwen/Qwen3-0.6B	modal_1616	French	comme tu le croyais	oh bah sans doute	-2.8878953144109496	-4.844060599803925	-17.3273718864657	-24.220302999019623	6.0	5.0	1.956165285392975	True	positive	reported	lexicon_adverb
Qwen/Qwen3-0.6B	modal_1618	French	peut-être	selon lui	-4.154343780875206	-6.779809951782227	-20.77171890437603	-33.89904975891113	5.0	5.0	2.6254661709070204	True	positive	inferential	lexicon_adverb
Qwen/Qwen3-0.6B	modal_1624	French	si tu as vu	à mes yeux	-3.0589209645986557	-4.101102881948464	-12.235683858394623	-16.404411527793854	4.0	4.0	1.042181917349808	True	neutral	situated	lexicon_adverb
Qwen/Qwen3-0.6B	modal_1626	French	à mon avis	évidemment	-5.2225621342659	-3.959687418954369	-41.7804970741272	-35.637186770589324	8.0	9.0	-1.2628747153115305	False	positive	inferential	lexicon_adverb
Qwen/Qwen3-0.6B	modal_1756	French	à mon avis	franchement	-4.513421476951668	-5.087365843355656	-31.59395033866167	-30.524195060133934	7.0	6.0	0.573944366403988	True	positive	inferential	lexicon_adverb
Qwen/Qwen3-0.6B	modal_1955	French	franchement	oh bah sans doute	-3.301929981268656	-3.431235430383822	-42.925089756492525	-54.89976688614115	13.0	16.0	0.12930544911516595	True	positive	inferential	lexicon_adverb
Qwen/Qwen3-0.6B	modal_2005	French	franchement	tout à fait	-3.2498518631327897	-2.5869541402373994	-19.49911117879674	-18.108678981661797	6.0	7.0	-0.6628977228953903	False	positive	inferential	lexicon_adverb
Qwen/Qwen3-0.6B	modal_2007	French	à mon avis	exactement	-2.5765564207551788	-2.8725979186177333	-33.49523346981732	-34.4711750234128	13.0	12.0	0.2960414978625545	True	positive	inferential	lexicon_adverb
Qwen/Qwen3-0.6B	modal_2011	French	à mon avis	absolument	-3.4383332894515033	-3.9367355458065867	-89.39666552573908	-98.41838864516467	26.0	25.0	0.4984022563550834	True	positive	inferential	lexicon_adverb
Qwen/Qwen3-0.6B	modal_2032	French	apparemment	peut-être	-4.744541119784117	-4.569851994514465	-14.23362335935235	-9.13970398902893	3.0	2.0	-0.1746891252696514	False	positive	inferential	lexicon_adverb
Qwen/Qwen3-0.6B	modal_2109	Italian	in effetti	forse	-2.939843298301899	-3.0880397558328694	-61.73670926433988	-61.76079511665739	21.0	20.0	0.14819645753097044	True	positive	no_evidence	lexicon_adverbial
Qwen/Qwen3-0.6B	modal_2145	Italian	come diceva prima lei	forse	-6.529294967651367	-5.121082000434399	-32.646474838256836	-10.242164000868797	5.0	2.0	-1.4082129672169685	False	positive	reported	lexicon_adverbial
Qwen/Qwen3-0.6B	modal_2149	Italian	forse	come diceva prima lei	-2.656648585019866	-3.244024714582007	-21.253188680158928	-35.68427186040208	8.0	11.0	0.5873761295621409	True	neutral	inferential	lexicon_adverbial
Qwen/Qwen3-0.6B	modal_2151	Italian	forse	in realta'	-3.7867547310888767	-3.68134543299675	-7.5735094621777534	-14.725381731987	2.0	4.0	-0.10540929809212685	False	neutral	inferential	lexicon_adverbial
Qwen/Qwen3-0.6B	modal_2154	Italian	se devo dire la verita'	forse	-3.313083575254208	-3.4090512263087125	-62.948587929829955	-44.317665942013264	19.0	13.0	0.09596765105450444	True	positive	reported	lexicon_adverbial
Qwen/Qwen3-0.6B	modal_2167	Italian	se non sbaglio	forse	-3.6514013399680456	-3.969574307401975	-54.77102009952068	-47.6348916888237	15.0	12.0	0.31817296743392953	True	positive	no_evidence	lexicon_adverbial
Qwen/Qwen3-0.6B	modal_2171	Italian	in realta'	forse	-3.4633940011262894	-3.911925695836544	-13.853576004505157	-7.823851391673088	4.0	2.0	0.44853169471025467	True	positive	no_evidence	lexicon_adverbial
Qwen/Qwen3-0.6B	modal_2173	Italian	in realta'	probabilmente	-2.5568801222834736	-4.277200714995463	-20.45504097826779	-25.663204289972782	8.0	6.0	1.7203205927119898	True	positive	no_evidence	lexicon_adverbial
Qwen/Qwen3-0.6B	modal_2174	Italian	in realta'	come diceva prima lei	-2.6502023759530857	-4.121823033246283	-31.80242851143703	-53.58369943220168	12.0	13.0	1.4716206572931974	True	positive	no_evidence	lexicon_adverbial
Qwen/Qwen3-0.6B	modal_2193	Italian	forse	in realta'	-3.57962067425251	-3.512873195577413	-50.11468943953514	-56.205971129238605	14.0	16.0	-0.06674747867509723	False	neutral	inferential	lexicon_adverbial
Qwen/Qwen3-0.6B	modal_2201	Italian	come sa	magari	-5.086860656738281	-5.492569923400879	-10.173721313476562	-10.985139846801758	2.0	2.0	0.40570926666259766	True	positive	no_evidence	lexicon_adverbial
Qwen/Qwen3-0.6B	modal_2226	Italian	forse	secondo me	-3.7434002339839934	-5.558914923667908	-18.717001169919968	-27.79457461833954	5.0	5.0	1.8155146896839147	True	neutral	inferential	lexicon_adverbial
Qwen/Qwen3-0.6B	modal_2246	Italian	forse	secondo me	-2.537505527208042	-3.770469708730363	-22.837549744872376	-33.93422737857327	9.0	9.0	1.2329641815223211	True	neutral	inferential	lexicon_adverbial
Qwen/Qwen3-0.6B	modal_2248	Italian	evidentemente	in realta'	-5.7282308442518115	-3.8382837921380997	-11.456461688503623	-15.353135168552399	2.0	4.0	-1.8899470521137118	False	positive	inferential	lexicon_adverbial
Qwen/Qwen3-0.6B	modal_2363	Italian	forse	come sa	-3.593040995299816	-5.270848989486694	-7.186081990599632	-10.541697978973389	2.0	2.0	1.6778079941868782	True	neutral	inferential	lexicon_adverbial
Qwen/Qwen3-0.6B	modal_2365	Italian	testualmente	forse	-3.3610014599136777	-3.2712312994842514	-201.66008759482065	-193.00264666957082	60.0	59.0	-0.08977016042942632	False	positive	reported	lexicon_adverbial
Qwen/Qwen3-0.6B	modal_2368	Italian	probabilmente	secondo me	-3.0669645993271843	-5.5089034713804725	-15.334822996635921	-27.54451735690236	5.0	5.0	2.441938872053288	True	neutral	inferential	lexicon_adverbial
Qwen/Qwen3-0.6B	modal_2371	Italian	in realta'	forse	-4.562559666374	-4.736333383047687	-73.000954661984	-66.30866736266762	16.0	14.0	0.17377371667368724	True	positive	no_evidence	lexicon_adverbial
Qwen/Qwen3-0.6B	modal_2389	Italian	forse	probabilmente	-4.015747589724405	-3.7382092280313373	-28.11023312807083	-26.16746459621936	7.0	7.0	-0.27753836169306734	False	neutral	no_evidence	lexicon_adverbial
Qwen/Qwen3-0.6B	modal_2469	Italian	probabilmente	magari	-4.984424373134971	-4.504043512046337	-19.937697492539883	-18.01617404818535	4.0	4.0	-0.48038086108863354	False	positive	inferential	lexicon_adverbial
Qwen/Qwen3-0.6B	modal_2518	Italian	forse	come diceva prima lei	-2.9465265632170485	-4.382278801825702	-23.57221250573639	-48.20506682008272	8.0	11.0	1.4357522386086536	True	neutral	no_evidence	lexicon_adverbial
Qwen/Qwen3-0.6B	modal_2525	Italian	conoscendo il tipo	forse	-5.15508446097374	-2.8395615071058273	-20.62033784389496	-5.679123014211655	4.0	2.0	-2.3155229538679123	False	positive	no_evidence	lexicon_adverbial
Qwen/Qwen3-0.6B	modal_2539	Italian	veramente	forse	-5.322997331619263	-2.8436464983969927	-10.645994663238525	-5.687292996793985	2.0	2.0	-2.47935083322227	False	positive	no_evidence	lexicon_adverbial
Qwen/Qwen3-0.6B	modal_2570	Italian	magari	come diceva prima lei	-2.8480200162157416	-4.484152273698286	-22.784160129725933	-49.32567501068115	8.0	11.0	1.6361322574825445	True	neutral	no_evidence	lexicon_adverbial
Qwen/Qwen3-0.6B	modal_2598	Italian	magari	come sa	-5.839989384636283	-6.483451843261719	-46.71991507709026	-51.86761474609375	8.0	8.0	0.6434624586254358	True	neutral	no_evidence	lexicon_adverbial
Qwen/Qwen3-0.6B	modal_2616	Italian	secondo me	forse	-5.025066718459129	-4.517414661971006	-55.27573390305042	-49.69156128168106	11.0	11.0	-0.5076520564881237	False	positive	no_evidence	lexicon_adverbial
Qwen/Qwen3-0.6B	modal_2629	Italian	se chiedi a XYZ	magari	-3.5273603226368624	-3.362380115907978	-52.91040483955294	-36.98618127498776	15.0	11.0	-0.16498020672888458	False	positive	reported	lexicon_adverbial
Qwen/Qwen3-0.6B	modal_2653	Italian	secondo me	in realta'	-5.33953234884474	-4.2622275731780315	-48.05579113960266	-46.88450330495834	9.0	11.0	-1.0773047756667085	False	positive	no_evidence	lexicon_adverbial
Qwen/Qwen3-0.6B	modal_2655	Italian	secondo me	come diceva prima lei	-4.729926832458553	-4.821337000280619	-80.40875615179539	-96.42674000561237	17.0	20.0	0.09141016782206624	True	positive	no_evidence	lexicon_adverbial
Qwen/Qwen3-0.6B	modal_2732	Italian	magari	veramente	-3.7000040110692174	-4.091081808984098	-33.30003609962296	-36.81973628085689	9.0	9.0	0.39107779791488095	True	positive	inferential	lexicon_adverbial
Qwen/Qwen3-0.6B	modal_2749	Italian	secondo me	magari	-4.182978618036334	-4.082191562590499	-50.19574341643602	-48.986298751086	12.0	12.0	-0.100787055445835	False	positive	no_evidence	lexicon_adverbial
Qwen/Qwen3-0.6B	modal_2779	Italian	secondo te	probabilmente	-7.635913848876953	-5.827002011239529	-15.271827697753906	-11.654004022479057	2.0	2.0	-1.8089118376374245	False	positive	no_evidence	lexicon_adverbial
Qwen/Qwen3-0.6B	modal_2780	Italian	secondo me	magari	-3.5297757480293512	-3.300361621193588	-28.23820598423481	-26.402892969548702	8.0	8.0	-0.22941412683576345	False	positive	no_evidence	lexicon_adverbial
Qwen/Qwen3-0.6B	modal_2782	Italian	a dir la verita'	forse	-4.425628552834193	-4.125529393553734	-26.553771317005157	-8.251058787107468	6.0	2.0	-0.3000991592804594	False	positive	no_evidence	lexicon_adverbial
Qwen/Qwen3-0.6B	modal_2804	Italian	magari	in realta'	-3.933026178606919	-3.8698914187649884	-27.531183250248432	-34.8290227688849	7.0	9.0	-0.06313475984193051	False	neutral	no_evidence	lexicon_adverbial
Qwen/Qwen3-0.6B	modal_2818	Italian	secondo me	forse	-4.020547938998789	-3.8079594266368075	-80.41095877997577	-76.15918853273615	20.0	20.0	-0.21258851236198106	False	positive	no_evidence	lexicon_adverbial
